job_name,company_add,month,salary_min,salary_max,record,company_name,company_type,scope,tag,welfare
数据挖掘（人工智能方向）,深圳,1,20000,40000,本科,中信银行信用卡中心,互联网金融,10000人以上,人工智能，大数据,带薪年假，人才培养计划，防暑降温补助，员工旅游，节日福利，洗衣卡理发卡，五险一金，餐补，定期体检，补充医疗保险，通讯补贴，年终奖
人工智能训练师,邢台,11,2000,3000,中专/中技,比格嘉加,数据服务,20-99人,人工智能，录入员  电脑操作员  文员  ,员工旅游，零食下午茶，节日福利，餐补，五险一金，全勤奖，带薪年假
人工智能讲师（双休）,南昌,3,13000,20000,本科,数通教育科技,院校,0-20人,人工智能，TensorFlow，Keras，Caffe，Boosting,五险一金
人工智能开发工程师助理岗,北京,3,5000,8000,大专,德润拓培,培训机构,0-20人,深度学习算法,无
PS\Ai原画画手,贵阳,4,4000,5000,学历不限,贵州魔秀,互联网,500-999人,游戏设计，卡通风格，PhotoShop，手绘原画，场景原画，数位板绘制，角色原画2D,带薪年假，周末双休，年终奖，五险，节日福利，餐补，加班补助
人工智能研发,秦皇,12,6000,8000,本科,德润教育科技,培训机构,100-499人,人工智能，机器人,员工旅游，加班补助，五险一金，定期体检
人工智能产品经理,北京,4,20000,30000,本科,智慧互通,电子/半导体/集成电路,1000-9999人,产品设计，项目管理，数据分析，人工智能产品，TO B,节日福利，股票期权，五险一金，餐补，带薪年假，年终奖，补充医疗保险，交通补助
人工智能项目经理-知识集成,南京,4,12000,24000,本科,南瑞集成,通信/网络设备,1000-9999人,产品验收，工程管理,无
高级软件项目经理-人工智能方向,上海,4,25000,50000,本科,OPPO,互联网,10000人以上,需求分析评估，产品内部评审,股票期权，带薪年假，零食下午茶，定期体检，年终奖，五险一金
人工智能专家（人机交互方向）,杭州,4,25000,50000,硕士,浙江连信科技有限公司,移动互联网,20-99人,人工智能，机器人，算法，心理健康,员工旅游，定期体检，股票期权，节日福利，带薪年假，五险一金，零食下午茶，高温补贴，年终奖，餐补，加班补助，通讯费补贴
资深AI平台研发,上海,12,35000,50000,本科,某大型互联网公司,互联网,1000-9999人,AI，人工智能，大数据，java,通讯补贴，定期体检，员工旅游，交通补助，带薪年假，节日福利，年终奖，五险一金，零食下午茶，补充医疗保险，股票期权
iOS 开发工程师（人工智能实验室VR方向）,北京,5,30000,60000,本科,北京字节跳动,移动互联网,10000人以上,Swift，Objective-C,通讯补贴，五险一金，节日福利，补充医疗保险，年终奖，交通补助，餐补，加班补助，零食下午茶，六险一金，定期体检，带薪年假
AI开发平台工程师 java,西安,12,15000,25000,本科,西安华为,通信/网络设备,10000人以上,Python，人工智能，Java，容器技术，SpringBoot，服务器端开发,加班补助，交通补助，补充医疗保险，员工旅游，免费班车，餐补，五险一金，带薪年假，年终奖，定期体检，股票期权
人工智能课程开发工程师,杭州,11,12000,24000,本科,浙江华为,通信/网络设备,500-999人,ICT，华为，职业教育,定期体检，中长期激励，年终奖，补充医疗保险，通讯补贴，带薪年假，全额公积金，节日福利，五险一金
百度云和人工智能销售（不加班周末双休）,深圳,5,8000,13000,大专,九曲云服,运营商/增值服务,500-999人,销售专员，电话销售，网络销售，销售主管，销售培训，互联网销售，全职，高级销售,补充医疗保险，五险一金，定期体检
分布式与并行计算研究员(AI平台),杭州,4,17000,30000,博士,之江实验室,学术/科研,500-999人,Linux，大数据框架开发,集体户口，员工旅游，免费人才公寓，节日福利，五险一金，餐补，员工生日会，包吃，定期体检，带薪年假，住房补贴，年终奖
人脸识别算法工程师,中山,2,15000,30000,本科,希道科技,互联网,20-99人,视觉图像算法，人脸识别，算法设计，C++，Python,五险一金，零食下午茶，包吃，餐补，节日福利，定期体检，加班补助，员工旅游，带薪年假，年终奖，免费班车
人工智能应用开发工程师,许昌,1,8000,10000,硕士,中微,仪器仪表/工业自动化,0-20人,人工智能，大数据，视觉图像算法，Python，C#，SQL，Java，C语言,无
班主任（松鼠AI）,贵阳,12,4000,9000,本科,数智教育科技,培训机构,20-99人,教务行政，班主任，教育咨询师,无
高级人脸识别算法工程师,广州,12,28000,45000,硕士,虎牙,互联网,1000-9999人,视觉图像算法，算法设计，人脸识别，Python，深度学习框架，人工智能,员工旅游，节日福利，年终奖，带薪年假，定期体检，餐补，五险一金，加班补助，补充医疗保险，股票期权
AI（人工智能）产品经理,北京,11,25000,50000,本科,北京字节跳动,移动互联网,10000人以上,产品设计,年终奖，通讯补贴，节日福利，零食下午茶，六险一金，带薪年假，补充医疗保险，五险一金，交通补助，餐补，定期体检，加班补助
人脸识别算法工程师,杭州,9,18000,35000,硕士,萤石网络,智能硬件,1000-9999人,视觉图像算法，人工智能，人脸识别,补充医疗保险，交通补助，年终奖，零食下午茶，餐补，包吃，节日福利，定期体检，免费班车，通讯补贴，股票期权，带薪年假，五险一金
人脸识别算法工程师,上海,11,20000,25000,本科,骏杰尚网络科技,互联网,500-999人,深度学习算法，视觉图像算法，人脸识别，Python，C++，TensorFlow，MXNet，人工智能,带薪年假，定期体检，五险一金
算法科学家助理 人工智能 AI,深圳,12,3000,7000,学历不限,朝久智联,在线教育,0-20人,数据挖掘，Python，人工智能,餐补，带薪年假，年终奖，五险一金
人工智能产品经理,南京,12,10000,15000,本科,泰豪科技股份有限公司,企业服务,1000-9999人,搜索产品，人工智能产品，电力，能源互联网,带薪年假，年终奖，员工旅游，定期体检，交通补助，五险一金，节日福利，通讯补贴
华为云AI平台开发工程师,上海,2,14000,26000,本科,华为,计算机软件,10000人以上,Python，Shell，分布式技术，服务器配置，容器技术，Spring，Redis，PostgreSQL,带薪年假，年终奖，宵夜，零食下午茶，加班补助，交通补助，补充医疗保险，定期体检，五险一金，员工旅游，免费班车，股票期权，节日福利
AI研发工程师,北京,4,14000,18000,大专,武汉鸿宸信,企业服务,100-499人,多线程，数据结构，NoSQL，架构师，Java，算法,零食下午茶，定期体检，节日福利，五险一金，带薪年假
AI 工程师,南通,1,11000,20000,本科,深南,电子/半导体/集成电路,10000人以上,图形图像处理，网络爬虫技术,通讯补贴，节日福利，定期体检，补充医疗保险，带薪年假，住房补贴，交通补助，免费班车，餐补，年终奖，包吃，员工旅游，五险一金
语音AI训练师,成都,10,6000,10000,本科,成都路行通,互联网,1000-9999人,客服，机器学习,节日福利，餐补，带薪年假，员工旅游，包吃，五险一金，年终奖，通讯补贴，零食下午茶，交通补助
AI 编译器,福州,2,14000,20000,本科,Rockchip,智能硬件,500-999人,人工智能,年终奖，节日福利，补充医疗保险，带薪年假，零食下午茶，五险一金，定期体检
C++ AI 开发工程师,北京,1,15000,25000,本科,小鱼易连,互联网,500-999人,Python，AI，TensorFlow，MXNet,带薪年假，补充医疗保险，定期体检，员工旅游，交通补助，年终奖，零食下午茶，五险一金，通讯补贴，节日福利，餐补
Java开发工程师/专家（AI平台）,北京,3,30000,60000,本科,松果出行,移动互联网,1000-9999人,分布式技术，数据结构,补充医疗保险，年终奖，带薪年假，股票期权，五险一金，包吃，交通补助，零食下午茶，定期体检，员工旅游，节日福利
AI算法应用资深开发工程师,杭州,4,20000,35000,本科,启元世界,数据服务,20-99人,分布式技术，数据结构，Spring，Redis，后端开发，大数据,带薪年假，年终奖，五险一金，节日福利，员工旅游，零食下午茶，定期体检，股票期权，补充医疗保险
AI软件开发工程师-Java,杭州,10,15000,30000,本科,华为技术有限公司,计算机软件,10000人以上,Java，Python,免费班车，交通补助，带薪年假，离职补偿，五险一金，定期体检，年终奖，补充医疗保险，餐补，加班补助，员工旅游，节日福利，零食下午茶
AI 算法工程师,济南,3,15000,20000,本科,中维世纪,智能硬件,1000-9999人,深度学习算法，视觉图像算法，人脸识别,员工旅游，年终奖，定期体检，项目奖，零食下午茶，节日福利，五险一金，带薪年假
Java（AI智慧零售项目）,上海,3,6000,11000,本科,小果科技,移动互联网,20-99人,Spring，SpringMVC，MySQL，后端开发，WEB开发，软件工程师，SaaS，计算机软件,带薪年假，员工旅游，节日福利，年终奖，定期体检，五险一金
高级产品经理 - AI ML平台型产品,上海,4,35000,45000,本科,PayPal,互联网,10000人以上,英语，平台产品，大数据，技术产品,餐补，零食下午茶，股票期权，年终奖，五险一金，带薪年假，节日福利
AI 编译优化工程师,北京,2,40000,70000,本科,NIO蔚来,汽车生产,1000-9999人,深度学习算法，C++，人工智能，TensorFlow，TVM，Halide，Python，LLVM,免费班车，定期体检，股票期权，补充医疗保险，包吃，年终奖，交通补助，通讯补贴，五险一金，带薪年假
人工智能,湘潭,4,8000,10000,本科,奥乐传媒,广告营销,20-99人,人工智能，数据分析，深度学习,加班补助
人工智能,阜阳,5,3000,4000,大专,宏源众联,新零售,20-99人,机器人，人工智能，硬件，机器人入职后可学习,无
人工智能助教,杭州,5,8000,13000,本科,九章算法,在线教育,20-99人,深度学习算法，视觉图像算法，自然语言处理，Python，TensorFlow，Keras,五险一金，节日福利，带薪年假，定期体检，年终奖，零食下午茶
